,close,high,low,trade_count,open,volume,vwap,timestamp,unixTime
213,8.75,9.33,8.7,52910,9.23,13963345,9.019318,2020-01-20 05:00:00+00:00,1579525200.0
214,8.71,9.07,8.46,91048,8.48,25380574,8.798988,2020-01-27 05:00:00+00:00,1580130000.0
215,8.93,9.33,8.595,80725,8.72,21166496,8.933999,2020-02-03 05:00:00+00:00,1580734800.0
216,8.91,9.39,8.515,103930,8.85,26611665,8.972455,2020-02-10 05:00:00+00:00,1581339600.0
217,9.04,9.265,8.73,56999,8.82,15043329,9.057371,2020-02-17 05:00:00+00:00,1581944400.0
218,7.37,8.66,6.99,133308,8.66,32437869,7.660508,2020-02-24 05:00:00+00:00,1582549200.0
219,5.89,7.56,5.82,157086,7.5,37225937,6.783289,2020-03-02 05:00:00+00:00,1583154000.0
220,3.0,4.0,2.48,262307,3.97,103067595,2.943801,2020-03-09 04:00:00+00:00,1583755200.0
221,1.66,2.63,1.41,195056,2.62,58871367,1.860523,2020-03-16 04:00:00+00:00,1584360000.0
222,1.69,2.2,1.56,148360,1.71,50955960,1.854613,2020-03-23 04:00:00+00:00,1584964800.0
223,2.43,2.69,1.57,190872,1.69,80501755,2.095869,2020-03-30 04:00:00+00:00,1585569600.0
224,2.76,3.14,2.41,200079,2.5,69098868,2.811499,2020-04-06 04:00:00+00:00,1586174400.0
225,2.73,2.95,2.39,135996,2.92,43415814,2.602927,2020-04-13 04:00:00+00:00,1586779200.0
226,3.05,3.39,2.48,145983,2.49,57082290,2.849005,2020-04-20 04:00:00+00:00,1587384000.0
227,3.34,3.76,2.78,138545,2.94,47901529,3.333587,2020-04-27 04:00:00+00:00,1587988800.0
228,3.86,3.945,3.18,119440,3.23,51534162,3.645077,2020-05-04 04:00:00+00:00,1588593600.0
229,3.71,3.89,3.18,81333,3.82,36462182,3.641653,2020-05-11 04:00:00+00:00,1589198400.0
230,4.25,4.47,3.9,95515,3.91,37070782,4.207106,2020-05-18 04:00:00+00:00,1589803200.0
231,4.33,4.52,4.2,59162,4.41,23392961,4.366248,2020-05-25 04:00:00+00:00,1590408000.0
232,5.24,5.315,4.21,88426,4.3,37828633,4.877018,2020-06-01 04:00:00+00:00,1591012800.0
233,4.58,5.83,4.455,137682,5.57,50559285,5.168471,2020-06-08 04:00:00+00:00,1591617600.0
234,4.53,5.09,4.25,93200,4.25,42222628,4.628175,2020-06-15 04:00:00+00:00,1592222400.0
235,4.45,4.81,4.36,76196,4.55,30900771,4.570937,2020-06-22 04:00:00+00:00,1592827200.0
236,4.74,4.83,4.4,59663,4.47,21570995,4.650361,2020-06-29 04:00:00+00:00,1593432000.0
237,4.42,4.89,4.24,60321,4.86,26585341,4.475808,2020-07-06 04:00:00+00:00,1594036800.0
238,4.46,4.75,4.135,72056,4.42,29332408,4.474657,2020-07-13 04:00:00+00:00,1594641600.0
239,5.01,5.09,4.33,86366,4.45,33689835,4.854928,2020-07-20 04:00:00+00:00,1595246400.0
240,4.46,5.0783,4.43,79089,5.03,27771635,4.727782,2020-07-27 04:00:00+00:00,1595851200.0
241,4.87,5.08,4.4377,82842,4.5,26060129,4.824569,2020-08-03 04:00:00+00:00,1596456000.0
242,5.15,5.34,4.9,69856,4.94,22744743,5.140171,2020-08-10 04:00:00+00:00,1597060800.0
243,4.68,5.27,4.615,53595,5.15,17619043,4.924342,2020-08-17 04:00:00+00:00,1597665600.0
244,4.91,5.04,4.68,41740,4.76,15412672,4.844082,2020-08-24 04:00:00+00:00,1598270400.0
245,4.65,4.9,4.6001,52240,4.89,18277225,4.719676,2020-08-31 04:00:00+00:00,1598875200.0
246,4.11,4.52,4.0103,58755,4.5,22022149,4.209688,2020-09-07 04:00:00+00:00,1599480000.0
247,4.23,4.45,3.95,77662,4.13,23108089,4.200598,2020-09-14 04:00:00+00:00,1600084800.0
248,3.89,4.13,3.73,54979,4.12,24810877,3.936618,2020-09-21 04:00:00+00:00,1600689600.0
249,3.63,4.15,3.43,110788,3.99,41258611,3.850445,2020-09-28 04:00:00+00:00,1601294400.0
250,4.05,4.21,3.6,70859,3.72,28930651,3.880144,2020-10-05 04:00:00+00:00,1601899200.0
251,3.65,4.1,3.63,47385,4.04,18354338,3.867609,2020-10-12 04:00:00+00:00,1602504000.0
252,3.71,3.82,3.54,52027,3.69,23023224,3.691239,2020-10-19 04:00:00+00:00,1603108800.0
253,3.28,3.71,3.15,190266,3.36,110238278,3.401753,2020-10-26 04:00:00+00:00,1603713600.0
254,3.58,3.75,3.25,92367,3.34,46477296,3.555176,2020-11-02 05:00:00+00:00,1604322000.0
255,4.28,4.47,4.01,94027,4.02,50518401,4.28393,2020-11-09 05:00:00+00:00,1604926800.0
256,4.71,4.915,4.42,69522,4.55,32129708,4.635008,2020-11-16 05:00:00+00:00,1605531600.0
257,5.35,5.5784,4.78,53375,4.82,25566860,5.321472,2020-11-23 05:00:00+00:00,1606136400.0
258,5.65,5.68,4.94,79279,5.31,39156091,5.296906,2020-11-30 05:00:00+00:00,1606741200.0
259,6.21,6.27,5.46,101810,5.61,45451510,5.925585,2020-12-07 05:00:00+00:00,1607346000.0
260,5.93,6.45,5.82,87206,6.36,42410036,6.028337,2020-12-14 05:00:00+00:00,1607950800.0
261,5.9,5.92,5.47,52740,5.55,22257596,5.744877,2020-12-21 05:00:00+00:00,1608555600.0
262,6.04,6.27,5.73,58048,5.93,29821116,6.061705,2020-12-28 05:00:00+00:00,1609160400.0
263,6.53,6.93,6.11,121128,6.14,78745181,6.581908,2021-01-04 05:00:00+00:00,1609765200.0
264,6.13,6.605,6.1218,108056,6.33,59484327,6.320994,2021-01-11 05:00:00+00:00,1610370000.0
265,5.88,6.345,5.81,72585,6.15,38163923,6.085431,2021-01-18 05:00:00+00:00,1610974800.0
266,5.91,6.08,5.56,108081,5.81,55156786,5.841348,2021-01-25 05:00:00+00:00,1611579600.0
267,6.35,6.55,5.94,98385,6.03,55032732,6.29839,2021-02-01 05:00:00+00:00,1612184400.0
268,6.75,6.89,6.07,110893,6.46,57043750,6.447216,2021-02-08 05:00:00+00:00,1612789200.0
269,6.9,7.015,6.69,63256,6.94,36335963,6.889021,2021-02-15 05:00:00+00:00,1613394000.0
270,7.41,7.72,6.91,129663,6.92,61500453,7.373118,2021-02-22 05:00:00+00:00,1613998800.0
271,8.21,8.3399,7.35,119894,7.57,62752611,7.744879,2021-03-01 05:00:00+00:00,1614603600.0
272,8.48,8.57,7.94,112874,8.35,51770971,8.244222,2021-03-08 05:00:00+00:00,1615208400.0
273,8.0,8.54,7.73,81037,8.47,43302136,8.175641,2021-03-15 04:00:00+00:00,1615809600.0
274,7.8,8.08,7.33,97389,8.06,46780024,7.66919,2021-03-22 04:00:00+00:00,1616414400.0
275,7.87,7.875,7.47,61501,7.75,30892758,7.613362,2021-03-29 04:00:00+00:00,1617019200.0
276,7.6,7.93,7.5,74249,7.85,31465253,7.69378,2021-04-05 04:00:00+00:00,1617624000.0
277,7.97,8.15,7.54,68373,7.69,26749855,7.892669,2021-04-12 04:00:00+00:00,1618228800.0
278,7.5,8.04,7.16,57009,8.04,25012732,7.454205,2021-04-19 04:00:00+00:00,1618833600.0
279,7.77,8.15,7.38,89609,7.5,42820549,7.690395,2021-04-26 04:00:00+00:00,1619438400.0
280,7.9,8.07,7.57,114561,7.86,53360961,7.839177,2021-05-03 04:00:00+00:00,1620043200.0
281,8.04,8.14,7.34,136730,8.05,65754106,7.82787,2021-05-10 04:00:00+00:00,1620648000.0
282,7.81,8.47,7.69,187157,8.02,79018688,8.029619,2021-05-17 04:00:00+00:00,1621252800.0
283,8.13,8.1555,7.71,171629,7.94,60059866,7.926704,2021-05-24 04:00:00+00:00,1621857600.0
284,9.42,9.5,8.48,219995,8.55,82919999,9.07846,2021-05-31 04:00:00+00:00,1622462400.0
285,10.0,10.18,9.26,287309,9.44,111563035,9.839227,2021-06-07 04:00:00+00:00,1623067200.0
286,9.67,10.545,9.37,165726,10.05,57311671,10.029218,2021-06-14 04:00:00+00:00,1623672000.0
287,9.74,10.085,9.63,126536,9.79,45253351,9.859504,2021-06-21 04:00:00+00:00,1624276800.0
288,9.72,9.98,9.335,123146,9.7,51276592,9.587867,2021-06-28 04:00:00+00:00,1624881600.0
289,9.12,9.73,8.78,112183,9.68,36007750,9.177205,2021-07-05 04:00:00+00:00,1625486400.0
290,8.09,9.255,8.07,130188,8.97,44913571,8.684564,2021-07-12 04:00:00+00:00,1626091200.0
291,8.06,8.215,7.523,135096,7.76,45451655,7.85258,2021-07-19 04:00:00+00:00,1626696000.0
292,8.34,8.65,7.88,130496,7.97,50197081,8.177295,2021-07-26 04:00:00+00:00,1627300800.0
293,8.11,8.625,7.81,126649,8.33,41135306,8.148652,2021-08-02 04:00:00+00:00,1627905600.0
294,8.22,8.45,7.76,97566,7.95,36288372,8.195421,2021-08-09 04:00:00+00:00,1628510400.0
295,7.43,8.1,7.2,128410,8.1,49791196,7.62732,2021-08-16 04:00:00+00:00,1629115200.0
296,8.37,8.425,7.63,106345,7.67,39809283,8.16211,2021-08-23 04:00:00+00:00,1629720000.0
297,8.76,8.92,8.1327,111634,8.42,48933801,8.435721,2021-08-30 04:00:00+00:00,1630324800.0
298,8.37,8.79,8.24,74765,8.66,23622351,8.485455,2021-09-06 04:00:00+00:00,1630929600.0
299,8.67,9.1,8.495,118547,8.54,35573320,8.814683,2021-09-13 04:00:00+00:00,1631534400.0
300,9.57,9.7,8.18,156662,8.3,50338769,9.061072,2021-09-20 04:00:00+00:00,1632139200.0
301,10.06,10.29,9.76,160921,9.84,53842955,10.039363,2021-09-27 04:00:00+00:00,1632744000.0
302,11.28,11.41,10.26,161808,10.26,58277287,10.768094,2021-10-04 04:00:00+00:00,1633348800.0
303,11.66,12.04,11.08,150580,11.74,51457334,11.526499,2021-10-11 04:00:00+00:00,1633953600.0
304,11.73,11.89,11.37,140036,11.8,42360734,11.625748,2021-10-18 04:00:00+00:00,1634558400.0
305,11.98,12.03,11.45,119292,11.9,32835749,11.756083,2021-10-25 04:00:00+00:00,1635163200.0
306,12.56,12.74,11.8592,233991,12.14,67759038,12.262056,2021-11-01 04:00:00+00:00,1635768000.0
307,12.74,13.48,12.56,209712,12.66,52464220,12.972482,2021-11-08 05:00:00+00:00,1636376400.0
308,12.12,12.8099,11.98,180100,12.59,43783491,12.396855,2021-11-15 05:00:00+00:00,1636981200.0
309,12.39,13.18,11.75,128968,12.07,36343497,12.461878,2021-11-22 05:00:00+00:00,1637586000.0
310,11.85,12.79,11.47,221830,12.74,56120990,12.076637,2021-11-29 05:00:00+00:00,1638190800.0
311,12.34,13.05,11.89,179005,12.03,45752495,12.460793,2021-12-06 05:00:00+00:00,1638795600.0
312,11.28,12.38,11.19,186263,12.14,47123429,11.752525,2021-12-13 05:00:00+00:00,1639400400.0
313,12.01,12.1225,10.72,108854,10.83,31522734,11.614536,2021-12-20 05:00:00+00:00,1640005200.0
314,12.28,12.6538,11.83,138208,12.0,29121741,12.276371,2021-12-27 05:00:00+00:00,1640610000.0
315,13.71,13.78,12.27,237227,12.32,52887341,13.174407,2022-01-03 05:00:00+00:00,1641214800.0
316,14.85,14.955,13.3633,206364,13.65,56062977,14.291677,2022-01-10 05:00:00+00:00,1641819600.0
317,14.05,15.35,13.89,222844,15.11,55238050,14.641308,2022-01-17 05:00:00+00:00,1642424400.0
318,14.44,15.02,13.14,230981,13.47,55152694,14.398254,2022-01-24 05:00:00+00:00,1643029200.0
319,15.46,16.018,14.28,240498,14.46,50416985,15.168424,2022-01-31 05:00:00+00:00,1643634000.0
320,15.86,15.96,14.06,348571,15.4,76064491,15.036356,2022-02-07 05:00:00+00:00,1644238800.0
321,15.37,16.17,15.215,261635,15.82,62732020,15.652783,2022-02-14 05:00:00+00:00,1644843600.0
322,15.29,15.9,14.68,220152,15.86,65602956,15.23861,2022-02-21 05:00:00+00:00,1645448400.0
323,16.06,16.06,15.22,325018,15.34,91580059,15.696479,2022-02-28 05:00:00+00:00,1646053200.0
324,16.13,16.84,15.53,317633,16.34,71942710,16.10759,2022-03-07 05:00:00+00:00,1646658000.0
325,15.33,15.8,14.18,302214,15.76,65725596,15.073956,2022-03-14 04:00:00+00:00,1647259200.0
326,16.81,16.83,15.53,274205,15.67,75881009,16.183643,2022-03-21 04:00:00+00:00,1647864000.0
327,16.94,17.23,15.75,218532,16.26,51428108,16.577526,2022-03-28 04:00:00+00:00,1648468800.0
328,17.56,17.78,16.22,227643,17.2,59181554,17.021276,2022-04-04 04:00:00+00:00,1649073600.0
329,17.47,17.715,16.455,167780,17.25,40363515,17.166809,2022-04-11 04:00:00+00:00,1649678400.0
330,17.26,18.44,17.01,203291,17.66,47719115,17.785122,2022-04-18 04:00:00+00:00,1650283200.0
331,18.48,19.645,15.84,341202,16.27,77284150,17.729931,2022-04-25 04:00:00+00:00,1650888000.0
332,20.4,20.47,17.85,282059,18.2,59307972,19.497969,2022-05-02 04:00:00+00:00,1651492800.0
333,20.13,20.29,18.2735,339832,19.75,80017301,19.177847,2022-05-09 04:00:00+00:00,1652097600.0
334,21.36,21.725,20.21,223704,20.21,45819664,20.9068,2022-05-16 04:00:00+00:00,1652702400.0
335,22.67,22.71,21.24,177948,21.58,37013956,21.933479,2022-05-23 04:00:00+00:00,1653307200.0
336,23.99,24.14,23.015,195061,23.59,40455199,23.649055,2022-05-30 04:00:00+00:00,1653912000.0
337,23.53,24.91,23.17,183353,24.31,40537129,24.208155,2022-06-06 04:00:00+00:00,1654516800.0
338,19.03,23.1,18.21,334702,22.62,65819336,20.886393,2022-06-13 04:00:00+00:00,1655121600.0
339,18.83,20.29,17.72,293083,19.82,55849988,19.010893,2022-06-20 04:00:00+00:00,1655726400.0
340,18.95,20.77,18.175,230601,19.15,43062816,19.391089,2022-06-27 04:00:00+00:00,1656331200.0
341,18.02,18.49,16.37,249192,18.34,45416797,17.607462,2022-07-04 04:00:00+00:00,1656936000.0
342,16.3,17.92,15.2,269679,17.78,53045037,16.439794,2022-07-11 04:00:00+00:00,1657540800.0
343,16.89,17.8,16.68,196355,16.82,43107996,17.210306,2022-07-18 04:00:00+00:00,1658145600.0
344,19.08,19.63,17.01,274474,17.19,64953167,18.371719,2022-07-25 04:00:00+00:00,1658750400.0
345,16.43,18.91,15.8,253017,18.67,54835732,17.339861,2022-08-01 04:00:00+00:00,1659355200.0
346,18.68,18.69,16.45,235061,16.45,50260923,17.535142,2022-08-08 04:00:00+00:00,1659960000.0
347,18.19,18.72,17.54,198553,17.79,40198342,18.108091,2022-08-15 04:00:00+00:00,1660564800.0
348,19.3,19.99,17.6,192173,17.94,35978779,19.056129,2022-08-22 04:00:00+00:00,1661169600.0
349,18.93,19.965,17.96,182756,19.29,32453572,18.894,2022-08-29 04:00:00+00:00,1661774400.0
350,18.43,19.27,17.325,137202,19.16,27649812,17.946007,2022-09-05 04:00:00+00:00,1662379200.0
351,18.54,19.6669,17.93,181538,18.77,33607124,18.753417,2022-09-12 04:00:00+00:00,1662984000.0
352,15.45,18.83,15.355,181743,17.88,37791007,17.282902,2022-09-19 04:00:00+00:00,1663588800.0
353,15.37,15.77,14.4407,224196,15.4,50528972,15.11982,2022-09-26 04:00:00+00:00,1664193600.0
354,18.6,19.31,16.135,243624,16.21,50538322,17.81606,2022-10-03 04:00:00+00:00,1664798400.0
355,16.58,18.64,16.315,208960,18.51,42831404,17.293574,2022-10-10 04:00:00+00:00,1665403200.0
356,18.89,18.95,16.34,201326,17.0,39989322,17.67071,2022-10-17 04:00:00+00:00,1666008000.0
357,19.98,20.525,18.54,197198,18.72,37623222,19.714363,2022-10-24 04:00:00+00:00,1666612800.0
358,21.15,22.18,19.5,302438,19.69,53625331,20.702388,2022-10-31 04:00:00+00:00,1667217600.0
359,21.61,22.02,19.87,227772,21.3,39592034,21.095092,2022-11-07 05:00:00+00:00,1667826000.0
360,20.25,21.785,19.69,148187,21.47,25962603,20.968202,2022-11-14 05:00:00+00:00,1668430800.0
361,20.11,20.635,18.56,122463,19.6,20684296,19.849337,2022-11-21 05:00:00+00:00,1669035600.0
362,19.94,20.92,19.19,182656,19.33,33123742,19.99556,2022-11-28 05:00:00+00:00,1669640400.0
363,17.72,20.37,17.662,205281,20.3,35047784,18.545482,2022-12-05 05:00:00+00:00,1670245200.0
364,17.7,18.665,17.41,149336,17.79,21929307,18.050497,2022-12-12 05:00:00+00:00,1670850000.0
365,19.3,19.34,17.54,135961,17.91,23658323,18.425035,2022-12-19 05:00:00+00:00,1671454800.0
366,19.41,19.81,18.66,80539,19.43,12533183,19.27723,2022-12-26 05:00:00+00:00,1672059600.0
367,18.88,19.32,17.79,132146,19.12,23930900,18.417189,2023-01-02 05:00:00+00:00,1672664400.0
368,19.33,19.395,18.1,164750,19.35,31660301,18.878274,2023-01-09 05:00:00+00:00,1673269200.0
369,19.04,19.72,18.18,202430,19.39,37387408,18.896753,2023-01-16 05:00:00+00:00,1673874000.0
370,20.4,21.0497,18.5701,158847,19.2,31901230,19.610262,2023-01-23 05:00:00+00:00,1674478800.0
371,18.65,20.395,18.145,194640,20.09,35715581,19.183676,2023-01-30 05:00:00+00:00,1675083600.0
372,20.07,20.21,18.32,157927,18.64,25867467,19.380815,2023-02-06 05:00:00+00:00,1675688400.0
373,18.18,20.17,17.64,290249,19.99,46444167,18.970048,2023-02-13 05:00:00+00:00,1676293200.0
374,18.22,18.77,17.57,168736,18.14,25906215,18.166458,2023-02-20 05:00:00+00:00,1676898000.0
375,19.36,19.485,18.175,166477,18.26,27458005,18.743057,2023-02-27 05:00:00+00:00,1677502800.0
376,18.35,19.431,18.23,171426,19.19,29990294,18.756658,2023-03-06 05:00:00+00:00,1678107600.0
377,15.53,18.09,15.07,339264,17.85,60309744,16.228787,2023-03-13 04:00:00+00:00,1678708800.0
378,15.53,17.275,14.98,241500,15.55,40783352,16.12556,2023-03-20 04:00:00+00:00,1679313600.0
379,17.46,17.53,15.67,170717,15.79,32331112,16.822783,2023-03-27 04:00:00+00:00,1679918400.0
380,17.78,19.23,17.72,212687,18.5,38610965,18.520818,2023-04-03 04:00:00+00:00,1680523200.0
381,17.54,18.18,17.3,208689,17.8,40605841,17.81649,2023-04-10 04:00:00+00:00,1681128000.0
382,17.5,18.06,17.33,213059,17.49,54180734,17.710602,2023-04-17 04:00:00+00:00,1681732800.0
383,16.8,17.88,15.975,199687,17.5,42138406,16.837032,2023-04-24 04:00:00+00:00,1682337600.0
384,15.92,16.92,14.97,216394,16.58,45393665,15.581983,2023-05-01 04:00:00+00:00,1682942400.0
385,15.86,16.61,15.6873,173400,16.3,32267605,16.131504,2023-05-08 04:00:00+00:00,1683547200.0
386,16.51,16.655,15.765,131730,15.99,27329162,16.218559,2023-05-15 04:00:00+00:00,1684152000.0
387,16.68,17.0179,16.35,141368,16.5,31152082,16.644836,2023-05-22 04:00:00+00:00,1684756800.0
388,16.99,17.12,15.77,121992,16.36,28454444,16.402832,2023-05-29 04:00:00+00:00,1685361600.0
389,17.39,18.11,16.84,184229,17.33,46092785,17.410068,2023-06-05 04:00:00+00:00,1685966400.0
390,16.65,17.445,16.41,167664,17.0,36949534,16.885532,2023-06-12 04:00:00+00:00,1686571200.0
391,16.04,16.89,15.9,102440,16.52,23543366,16.392435,2023-06-19 04:00:00+00:00,1687176000.0
392,16.98,17.13,16.01,95584,16.06,20177092,16.631789,2023-06-26 04:00:00+00:00,1687780800.0
393,17.32,17.455,16.55,83883,17.14,18946574,17.124066,2023-07-03 04:00:00+00:00,1688385600.0
394,17.25,18.055,17.22,137046,17.32,29174081,17.520955,2023-07-10 04:00:00+00:00,1688990400.0
395,17.42,17.47,16.845,146947,17.19,40287790,17.151713,2023-07-17 04:00:00+00:00,1689595200.0
396,18.89,18.97,17.45,196030,17.5,45968692,18.330465,2023-07-24 04:00:00+00:00,1690200000.0
397,19.04,19.47,18.43,153427,19.07,35162230,18.910918,2023-07-31 04:00:00+00:00,1690804800.0
398,19.79,19.85,18.6,153856,19.05,35142933,19.409665,2023-08-07 04:00:00+00:00,1691409600.0
399,19.34,19.765,18.93,179372,19.61,43633289,19.435751,2023-08-14 04:00:00+00:00,1692014400.0
400,18.83,19.575,18.3,158612,19.5,34372759,18.892862,2023-08-21 04:00:00+00:00,1692619200.0
401,20.15,20.32,18.83,156132,18.98,34438923,19.702956,2023-08-28 04:00:00+00:00,1693224000.0
402,20.44,20.72,20.11,113814,20.33,23594575,20.375825,2023-09-04 04:00:00+00:00,1693828800.0
403,20.7,20.93,20.1,125941,20.61,30409252,20.578427,2023-09-11 04:00:00+00:00,1694433600.0
404,19.75,21.095,19.68,160904,20.95,39295411,20.18962,2023-09-18 04:00:00+00:00,1695038400.0
405,20.82,21.24,19.71,205976,19.72,49653627,20.680832,2023-09-25 04:00:00+00:00,1695643200.0
406,19.4,20.96,18.88,195675,20.82,40429420,19.59576,2023-10-02 04:00:00+00:00,1696248000.0
407,21.09,21.185,19.915,171044,20.04,34574380,20.513194,2023-10-09 04:00:00+00:00,1696852800.0
408,20.66,21.37,20.6,149672,21.12,31536750,21.045643,2023-10-16 04:00:00+00:00,1697457600.0
409,19.35,20.65,18.95,185824,20.48,38340440,19.694126,2023-10-23 04:00:00+00:00,1698062400.0
410,19.13,19.74,18.94,251788,19.49,55066706,19.258271,2023-10-30 04:00:00+00:00,1698667200.0
411,18.07,19.36,17.24,257740,19.29,54190175,17.936538,2023-11-06 05:00:00+00:00,1699275600.0
412,18.07,18.3822,17.16,177626,18.03,40012110,17.939126,2023-11-13 05:00:00+00:00,1699880400.0
413,17.67,18.305,17.05,119715,18.25,25793483,17.760627,2023-11-20 05:00:00+00:00,1700485200.0
414,17.71,18.15,17.415,181141,17.61,42579546,17.725974,2023-11-27 05:00:00+00:00,1701090000.0
415,16.29,17.59,15.87,201278,17.46,51178718,16.497954,2023-12-04 05:00:00+00:00,1701694800.0
0,16.25,16.75,15.55,216405,16.22,77685154,16.213836,2023-12-11 05:00:00+00:00,1702299600.0
416,16.72,16.75,15.55,176196,16.22,64896390,16.175535,2023-12-11 05:00:00+00:00,1702299600.0
417,16.72,16.75,15.55,176186,16.22,64896261,16.175534,2023-12-11 05:00:00+00:00,1702299600.0
1,16.38,16.73,16.34,34310,16.69,12771577,16.465957,2023-12-18 05:00:00+00:00,1702904400.0
